ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10947,ENGL,3820,103,Discussion,"0","Julia Fisher","We 2:00PM - 3:15PM","New Cabell Hall 064","History of Literatures in English II","",Closed,0,0,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
10946,ENGL,3820,104,Discussion,"0","Simon Sarkodie","Th 11:00AM - 12:15PM","Bryan Hall 233","History of Literatures in English II","",Open,0,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
10945,ENGL,3820,105,Discussion,"0","Julianne McCobin","Th 12:30PM - 1:45PM","New Cabell Hall 036","History of Literatures in English II","",Open,1,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
10944,ENGL,3820,106,Discussion,"0","Madeline Zehnder","We 5:00PM - 6:15PM","New Cabell Hall 315","History of Literatures in English II","",Open,0,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
10943,ENGL,3820,107,Discussion,"0","Julianne McCobin","Th 2:00PM - 3:15PM","TBA","History of Literatures in English II","",Closed,0,0,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
14387,ENGL,3820,108,Discussion,"0","Julia Fisher","We 3:30PM - 4:45PM","New Cabell Hall 042","History of Literatures in English II","",Closed,0,0,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
10941,ENGL,3820,109,Discussion,"0","Jordan Burke","We 3:30PM - 4:45PM","Dawson's Row 1","History of Literatures in English II","",Open,3,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
14388,ENGL,3820,110,Discussion,"0","Neal Curtis","Th 9:30AM - 10:45AM","Dawson's Row 1","History of Literatures in English II","",Open,0,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
14389,ENGL,3820,111,Discussion,"0","Simon Sarkodie","Th 3:30PM - 4:45PM","New Cabell Hall 183","History of Literatures in English II","",Open,0,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
14753,ENGL,3820,112,Discussion,"0","Sarah Winstein-Hibbs","We 6:30PM - 7:45PM","Bryan Hall 310","History of Literatures in English II","",Open,1,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
14754,ENGL,3820,113,Discussion,"0","Madeline Zehnder","Th 5:00PM - 6:15PM","Wilson Hall 238","History of Literatures in English II","",Open,0,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
14760,ENGL,3820,114,Discussion,"0","Staff","Fr 8:30AM - 9:45AM","Shannon House 108","History of Literatures in English II","",Open,0,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
15011,ENGL,3820,115,Discussion,"0","Sarah Winstein-Hibbs","We 5:00PM - 6:15PM","New Cabell Hall 407","History of Literatures in English II","",Open,0,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
15178,ENGL,3820,116,Discussion,"0","Anne Marie Thompson","Th 2:00PM - 3:15PM","Dawson's Row 1","History of Literatures in English II","",Open,0,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
15179,ENGL,3820,117,Discussion,"0","Anne Marie Thompson","Th 12:30PM - 1:45PM","Dawson's Row 1","History of Literatures in English II","",Open,0,15,0,"A two-semester, chronological survey of literatures in English from their beginnings to the present day. Studies the formal and thematic features of different genres in relation to the chief literary, social, and cultural influences upon them. ENGL 3810 covers the period up to 1800; ENGL 3820, the period 1800 to the present. Required of all majors. For more details on this class, please visit the department website at http://www.engl.virginia.edu."
10949,ENGL,4999,001,Independent Study,"1 - 3","Karen Chase Levenson","TBA","TBA","Distinguished Majors Program","",Open,0,22,0,"Directed research leading to completion of an extended essay to be submitted to the Honors Committee. Both courses are required of honors candidates. Graded on a year-long basis.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10950,ENGL,8998,001,Independent Study,"3","Victoria Olwell","TBA","TBA","M.A. Thesis","",Open,3,30,0,"M.A. students in English may choose to write a substantial thesis directed by a faculty member.  Students opting for a thesis should draw up a proposal and secure a director to supervise the project. Students choose between a critical thesis of 10,000-15,000 words and a pedagogical thesis (described on our website). Students enroll in this three-credit course for a single semester, either fall or spring; it is not available during the summer.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10951,ENGL,8999,001,Independent Study,"1 - 12","Victoria Olwell","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,150,0,"Students taking this course are expected to prepare for their M.A. oral examination and proceed with their M.A. research.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/graduate/current."
13346,ENGL,9899,001,Independent Study,"12","Deborah McDowell","TBA","TBA","Woodson Institute Fellows Pre- and Post-Doctoral Research","",Open,0,15,0,"This is a supervised research course without formal classroom instruction."
13505,ENGL,9995,001,Seminar,"3","Jennifer Greeson","Tu 12:30PM - 3:00PM","Contact Department","Dissertation Seminar","",Open,1,12,0,"Required of students in the Department's PhD program who are at or near the beginning of the dissertation writing process.  Addresses the problems encountered by students as they begin to tackle the dissertation.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10952,ENGL,9998,001,Independent Study,"1 - 12","Victoria Olwell","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,102,0,"Students taking this course are expected to prepare for their preliminary qualifying oral examinations for the doctorate.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10953,ENGL,9999,001,Independent Study,"1 - 12","Victoria Olwell","TBA","TBA","Non-Topical Research","",Open,2,200,0,"For doctoral dissertation, taken under the supervision of a dissertation director.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19679,ENGN,3840,001,Lecture,"3","John O'Brien","TuTh 9:30AM - 10:45AM","Maury Hall 115","Satire","",Open,2,60,0,"Reading and discussion of major satirical works from classical times to the present.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14450,ENGN,4500,001,Seminar,"3","Paul Cantor","MoWe 3:30PM - 4:45PM","Maury Hall 113","Advanced Studies in Literary Genres","Tragedy",Open,0,10,0,"Limited enrollment. Topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19680,ENGN,5559,001,Lecture,"1 - 4","Christopher Tilghman","We 3:30PM - 6:00PM","New Cabell Hall 303","New Course in Genre Studies","The Narrative Situation",Open,8,18,0,"This course provides the opportunity to offer a new course in the subject of Genre Studies."
14675,ENGN,8520,001,Seminar,"3","Gregory Orr","Tu 1:00PM - 3:30PM","Bryan Hall 334","Form and Theory of Poetry","",Open,10,12,0,"This course provides a practitioner's perspective on a selection of poetic works."
19681,ENGN,9500,001,Lecture,"3","Stephen Arata","MoWe 3:30PM - 4:45PM","New Cabell Hall 485","Seminar in Literary Genres I, II","The Novel in Theory & Practice",Wait List,14,14,0,"Topics range from comedy as an art form to a study of various approaches to the novel.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14676,ENLP,4550,001,Seminar,"3","Jane Alison","Tu 2:00PM - 4:30PM","Bryan Hall 203","Topics in Literary Prose","Designing the Short Novel",Open,0,12,0,"One of two required readings courses for students admitted to the Area Program in Literary Prose, also open to other qualified students. For instructions on how to apply to this class, see www.engl.virginia.edu/courses. Prerequisite: Instructor permission."
14673,ENLP,4720,001,Seminar,"3","Christopher Tilghman","Mo 3:30PM - 6:00PM","Bryan Hall 312","Area Program in Literary Prose Thesis Course","",Open,0,10,0,"Directed writing project for students in the English Department's Undergraduate Area Program in Literary Prose, leading to completion of an extended piece of creative prose writing."
14620,ENLT,2100,001,Seminar,"3","Claire Eager","TuTh 2:00PM - 3:15PM","New Cabell Hall 415","Introduction to Literary Studies","",Open,0,18,0,"Prerequisite for declaring an English major. Introduces students to some fundamental skills in critical thinking and critical writing about literary texts. Readings include various examples of poetry, fiction, and drama. The course is organized along interactive and participatory lines.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
21367,ENLT,2100,003,Seminar,"3","Herbert Tucker","TuTh 11:00AM - 12:15PM","Cocke Hall 115","Introduction to Literary Studies","",Open,0,18,0,"Prerequisite for declaring an English major. Introduces students to some fundamental skills in critical thinking and critical writing about literary texts. Readings include various examples of poetry, fiction, and drama. The course is organized along interactive and participatory lines.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15328,ENLT,2511,001,Seminar,"3","Samuel Lemley","MoWe 3:30PM - 4:45PM","New Cabell Hall 068","Masterpieces of English Literature","",Open,0,18,0,"Surveys selected English writers from the fourteenth through the eighteenth century.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15326,ENLT,2514,001,Seminar,"3","Megan Haury","TuTh 8:00AM - 9:15AM","New Cabell Hall 064","Modern American Authors","",Open,0,14,0,"Surveys major American writers of the twentieth century. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14618,ENLT,2523,001,Seminar,"3","Adam Friedgen","TuTh 12:30PM - 1:45PM","Maury Hall 113","Studies in Poetry","",Open,1,18,0,"Examines the poetic techniques and conventions of imagery and verse that poets have used across the centuries. Exercises in scansion, close reading, and framing arguments about poetry.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15351,ENLT,2523,002,Seminar,"3","Peter Miller","MoWe 3:30PM - 4:45PM","New Cabell Hall 407","Studies in Poetry","What is a Poem?",Open,0,18,0,"Examines the poetic techniques and conventions of imagery and verse that poets have used across the centuries. Exercises in scansion, close reading, and framing arguments about poetry.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15352,ENLT,2524,001,Seminar,"3","Adriana Streifer","MoWeFr 11:00AM - 11:50AM","Bryan Hall 332","Studies in Drama","Women in Drama",Open,0,18,0,"Introduces the techniques of the dramatic art, with close analysis of selected plays.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
13978,ENLT,2526,001,Seminar,"3","Karen Chase Levenson","TuTh 9:30AM - 10:45AM","New Cabell Hall 411","Studies in Fiction","",Open,1,18,0,"Studies the techniques of fiction.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14155,ENLT,2526,002,Seminar,"3","Britta Rowe","MoWe 2:00PM - 3:15PM","Bryan Hall 332","Studies in Fiction","Devil in English Lit",Open,0,18,0,"Studies the techniques of fiction.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14617,ENLT,2526,003,Seminar,"3","Sherif Abdelkarim","TuTh 3:30PM - 4:45PM","Bryan Hall 330","Studies in Fiction","",Open,0,18,0,"Studies the techniques of fiction.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19513,ENLT,2530,001,Seminar,"3","Alison Glassie","TuTh 12:30PM - 1:45PM","New Cabell Hall 407","Studies in Global Literature","Beach Reads, Littorally",Open,0,18,0,"Examines a selection of works, primarily in English but occasionally in translation, from around the world. The list of works and genres treated will vary. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19682,ENLT,2547,001,Seminar,"3","Jeffery Allen","Tu 3:30PM - 6:00PM","Cocke Hall 101","Black Writers in America","",Open,0,18,0,"Topics in African-American writing in the US from its beginning in vernacular culture to the present day; topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
20151,ENLT,2547,002,Seminar,"3","Sarah Ingle","TuTh 12:30PM - 1:45PM","Cocke Hall 101","Black Writers in America","Race, Crime, and Justice",Open,2,18,0,"Topics in African-American writing in the US from its beginning in vernacular culture to the present day; topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14453,ENLT,2550,001,Seminar,"3","Gretchen York","TuTh 2:00PM - 3:15PM","New Cabell Hall 411","Shakespeare","Shakespeare and Company",Open,0,18,0,"Studies selected sonnets and plays of Shakespeare.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
20291,ENLT,2550,002,Seminar,"3","Matthew Davis","TuTh 9:30AM - 10:45AM","Bryan Hall 330","Shakespeare","Introduction to Shakespeare",Open,0,18,0,"Studies selected sonnets and plays of Shakespeare.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15180,ENLT,2552,001,Seminar,"3","Susan Fraiman","TuTh 2:00PM - 3:15PM","Cocke Hall 101","Women in Literature","Contemporary Women's Texts",Open,0,18,0,"Analyzes the representations of women in literature as well as literary texts by women writers.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
20156,ENLT,2552,002,Seminar,"3","Anne Galvin","MoWe 3:30PM - 4:45PM","Cocke Hall 101","Women in Literature","Feminism and Fiction",Open,1,18,0,"Analyzes the representations of women in literature as well as literary texts by women writers.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14154,ENLT,2555,001,Seminar,"3","Rebecca Rush","TuTh 11:00AM - 12:15PM","New Cabell Hall 489","Special Topics","Courtship and Its Discontents",Open,0,18,0,"Usually an introduction to non-traditional or specialized topics in literary studies, (e.g., native American literature, gay and lesbian studies, techno-literacy, Arthurian romance, Grub Street in eighteenth-century England, and American exceptionalism).  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14616,ENLT,2555,002,Seminar,"3","Rebecca Levy","TuTh 9:30AM - 10:45AM","Bryan Hall 334","Special Topics","Queer Texts and Theory",Open,0,18,0,"Usually an introduction to non-traditional or specialized topics in literary studies, (e.g., native American literature, gay and lesbian studies, techno-literacy, Arthurian romance, Grub Street in eighteenth-century England, and American exceptionalism).  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15014,ENLT,2555,003,Seminar,"3","Mrinalini Chakravorty","TuTh 3:30PM - 4:45PM","Maury Hall 113","Special Topics","Migrant Fiction",Open,0,18,0,"Usually an introduction to non-traditional or specialized topics in literary studies, (e.g., native American literature, gay and lesbian studies, techno-literacy, Arthurian romance, Grub Street in eighteenth-century England, and American exceptionalism).  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
21363,ENLT,2555,004,Seminar,"3","Walter Jost","TuTh 3:30PM - 4:45PM","Bryan Hall 312","Special Topics","Advanced Intro to Poetry",Open,0,18,0,"Usually an introduction to non-traditional or specialized topics in literary studies, (e.g., native American literature, gay and lesbian studies, techno-literacy, Arthurian romance, Grub Street in eighteenth-century England, and American exceptionalism).  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
21522,ENLT,2555,005,Seminar,"3","Jiayuan Huang","TuTh 12:30PM - 1:45PM","Bryan Hall 233","Special Topics","",Open,0,15,0,"Usually an introduction to non-traditional or specialized topics in literary studies, (e.g., native American literature, gay and lesbian studies, techno-literacy, Arthurian romance, Grub Street in eighteenth-century England, and American exceptionalism).  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14619,ENMC,3500,001,Lecture,"3","Victor Luftig","TuTh 11:00AM - 12:15PM","Bryan Hall 328","Studies in Modern and Contemporary Literature","Modernist Fiction Into Film",Open,5,30,0,"This course takes up topics in the study of literature in English in the twentieth and twenty-first centuries.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14699,ENMC,3500,002,Lecture,"3","Kevin Hart","MoWe 3:30PM - 4:45PM","New Cabell Hall 315","Studies in Modern and Contemporary Literature","Modern American Poetry",Open,3,28,0,"This course takes up topics in the study of literature in English in the twentieth and twenty-first centuries.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
21341,ENMC,3559,001,Lecture,"1 - 4","Carmen Lamas","TuTh 9:30AM - 10:45AM","Bryan Hall 235","New Course in Modern and Contemporary Literature.","Race & Ethnicity in Latinx Lit",Open,1,10,0,"This course provides the opportunity to offer a new course in the subject of Modern and Contemporary Literature.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14455,ENMC,4500,001,Seminar,"3","Susan Fraiman","TuTh 11:00AM - 12:15PM","Cocke Hall 101","Advanced Studies in Modern and Contemporary Literature","Contemporary Women's Texts",Open,4,18,0,"Limited enrollment. Topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15018,ENMC,4500,002,Seminar,"3","Caroline Rody","TuTh 11:00AM - 12:15PM","Bryan Hall 330","Advanced Studies in Modern and Contemporary Literature","Multiethnic American Fiction",Open,2,18,0,"Limited enrollment. Topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15019,ENMC,4500,003,Seminar,"3","R Ramazani","MoWe 2:00PM - 3:15PM","New Cabell Hall 303","Advanced Studies in Modern and Contemporary Literature","Poetry in a Global Age",Open,4,18,0,"Limited enrollment. Topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15020,ENMC,4500,004,Seminar,"3","Jesse Bordwin","TuTh 2:00PM - 3:15PM","New Cabell Hall 291","Advanced Studies in Modern and Contemporary Literature","Global Novels After Globalism",Open,4,18,0,"Limited enrollment. Topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19684,ENMC,4500,006,Seminar,"3","Sandhya Shukla","TuTh 12:30PM - 1:45PM","Bryan Hall 312","Advanced Studies in Modern and Contemporary Literature","Sports & Transnational Culture",Open,0,9,0,"Limited enrollment. Topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19687,ENMC,4530,002,Seminar,"3","Sandhya Shukla","TuTh 9:30AM - 10:45AM","Nau Hall 242","Seminar in Modern Literature and Culture","The Global City",Open,2,18,0,"Limited enrollment. An interdisciplinary seminar focusing on the interrelationships between literature and history, the social sciences, philosophy, religion, and the fine arts in the Modern period.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Instructor permission."
19689,ENMC,8559,001,Seminar,"3","Caroline Rody","TuTh 2:00PM - 3:15PM","Pavilion V 109","New Course in Modern and Contemporary Literature","",Open,5,10,0,"This course provides the opportunity to offer a new course in the subject of Modern and Contemporary Literature.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14456,ENMC,9500,001,Seminar,"3","R Ramazani","MoWe 3:30PM - 4:45PM","New Cabell Hall 168","Studies in Modern and Contemporary Literature","Poetry in a Global Age",Wait List,14,14,1,"Topics have included Postmodern Fiction and Theory, Faulkner, Women and Cultures of Modernism, Yeats and Joyce, Modernism and the Invention of Homosexuality.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19691,ENMD,3130,001,Lecture,"3","John Casteen","TuTh 3:30PM - 4:45PM","Cocke Hall 115","Old Icelandic Literature in Translation","",Open,3,30,0,"A survey of the major works written in Iceland from around 1100 to the end of the Middle Ages. Works studied include several of the family and legendary sagas and selections from the Poetic Edda and the Edda of Snorri Sturluson. All readings are in translation."
19690,ENMD,3510,001,Lecture,"3","Sara Torres","MoWe 2:00PM - 3:15PM","Cocke Hall 115","Medieval European Literature in Translation","",Open,2,30,0,"Explores themes in English, French, German, Italian, Irish, Icelandic, and Spanish literature of the Middle Ages.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14458,ENMD,4500,001,Seminar,"3","Elizabeth Fowler","TuTh 9:30AM - 10:45AM","Bryan Hall 328","Advanced Studies in Medieval Literature I","Chaucer and Virtual Reality",Open,2,18,0,"Limited enrollment.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19693,ENMD,4500,002,Seminar,"3","Peter Baker","TuTh 3:30PM - 4:45PM","Bryan Hall 334","Advanced Studies in Medieval Literature I","The Gawain Poet",Open,0,18,0,"Limited enrollment.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19694,ENMD,5200,001,Seminar,"3","Peter Baker","TuTh 11:00AM - 12:15PM","Bryan Hall 334","Beowulf","",Open,6,18,0,"Reading of the poem, emphasizing critical methods and exploring its relations to the culture of Anglo-Saxon England.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: ENMD 5010 or equivalent."
19515,ENMD,8559,001,Lecture,"1 - 4","Elizabeth Fowler","We 10:00AM - 12:30PM","Contact Department","New Course in Medieval Literature","Chaucerian Dreams",Open,11,14,0,"This course provides the opportunity to offer a new course in the subject of Medieval Literature.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14686,ENNC,3210,001,Lecture,"3","Andrew Stauffer","TuTh 3:30PM - 4:45PM","Bryan Hall 328","Major British Authors of the Earlier Nineteenth Century","",Open,1,30,0,"Analyzes the principal works of three or more Romantic authors.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15021,ENNC,3500,001,Lecture,"3","Cristina Griffin","TuTh 11:00AM - 12:15PM","Bryan Hall 235","Nineteenth Century Topics","",Open,9,30,0,"Examination of particular movements within the period, (e.g., the Aesthetic Movement; the Pre-Raphaelites; and Condition-of-England novels).  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14460,ENNC,4500,001,Seminar,"3","Karen Chase Levenson","TuTh 12:30PM - 1:45PM","Bryan Hall 330","Advanced Studies in Nineteenth Century Literature I","Up Close and Philosophical",Open,6,18,0,"Limited enrollment. Topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19516,ENNC,8500,001,Seminar,"3","Alison Booth","TuTh 9:30AM - 10:45AM","New Cabell Hall 038","Topics in Nineteenth-Century Literature","Bicentennial Austen",Open,12,14,0,"Topic varies from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
21109,ENPG,3800,002,Seminar,"3","Marcus Meade","MoWe 2:00PM - 3:15PM","Bryan Hall 203","Tutoring Peer Writers","",Open,0,15,0,"Prepares undergraduates to tutor peer writers by introducing them to theories of writing and practices of peer tutoring. Successful completion of the course will qualify students to apply for part-time paid peer tutoring positions in the Writing Center. Students may also use this course to prepare for volunteering as writing tutors in their local communities."
14728,ENPG,5400,001,Seminar,"3","Margaret Thornton,Natasha Heny","Tu 6:30PM - 9:30PM","Ruffner Hall 177","Counterpoint Seminar in Teaching Modern Literature","",Open,4,15,0,"This course offers future elementary, middle, high school teachers of English the opportunity to reflect on their own college learning of the subject; it teaches those future teachers how to convert that earlier learning into the stuff of K12 teaching. Specifically, course looks back at ENGL 3830, the last part of the English Department's 3-semester survey required for majors (or equivalent courses that future teachers may have taken elsewhere) Prerequisites: ENGL 3830 or its equivalent or permission of instructor"
19698,ENPG,8800,001,Seminar,"1 - 3","James Livingood","We 11:00AM - 11:50AM","Bryan Hall 330","Pedagogy Seminar","",Open,9,12,0,"This course prepares first year doctoral students for the teaching they will do here at UVa in both literature classes and the writing program. Covers topics such as classroom management, leading discussion, grading papers. Limited enrollment.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
13979,ENPW,4820,001,Seminar,"3","Paul Guest","Mo 2:00PM - 4:30PM","Bryan Hall 330","Poetry Program Poetics","",Open,0,15,0,"This poetics seminar, designed for students in the English Department's Area program in Poetry Writing but open to other students on a space-available basis, is a close readings course for serious makers and readers of poems.  Seminar topics vary by semester.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
13980,ENPW,4920,001,Seminar,"3","Lisa Spaar","TBA","TBA","Poetry Capstone","",Open,1,10,0,"Directed poetry writing project for students in the English Department's Undergraduate Area Program in Poetry Writing, leading to completion of a manuscript of poems. Both courses are required for students in the Distinguished Majors Program. Prerequisite: Instructor permission."
20157,ENRN,3110,001,Lecture,"3","Rebecca Rush","TuTh 2:00PM - 3:15PM","Bryan Hall 328","Literature of the Renaissance","",Open,2,30,0,"Surveys sixteenth-century English prose, poetry and drama.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10954,ENRN,3220,100,Lecture,"3","Clare Kinney","TuTh 11:00AM - 12:15PM","Wilson Hall 301","Shakespeare II","",Open,2,120,0,"Surveys Shakespeare's later career, emphasizing the tragedies and romances.  It is not necessary to have taken ENRN 3210 to enroll in this course.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10955,ENRN,3220,101,Discussion,"0","Valerie Voight","Th 12:30PM - 1:20PM","Nau Hall 241","Shakespeare II","",Open,1,15,0,"Surveys Shakespeare's later career, emphasizing the tragedies and romances.  It is not necessary to have taken ENRN 3210 to enroll in this course.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10956,ENRN,3220,102,Discussion,"0","Evan Cheney","Fr 10:00AM - 10:50AM","Bryan Hall 235","Shakespeare II","",Open,0,15,0,"Surveys Shakespeare's later career, emphasizing the tragedies and romances.  It is not necessary to have taken ENRN 3210 to enroll in this course.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10957,ENRN,3220,103,Discussion,"0","Carol Guarnieri","Th 2:00PM - 2:50PM","Bryan Hall 334","Shakespeare II","",Open,1,15,0,"Surveys Shakespeare's later career, emphasizing the tragedies and romances.  It is not necessary to have taken ENRN 3210 to enroll in this course.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
